Num_Credit_Card,Interest_Rate,Delay_from_due_date,Changed_Credit_Limit,Outstanding_Debt,Credit_Mix,Payment_of_Min_Amount,Credit_Score
1,8,15,7.91,1028.59,Good,No,2
4,1,12,4.55,1028.67,Good,No,2
4,1,12,4.55,1028.67,Good,No,2
4,1,12,4.55,1028.67,Good,No,2
4,1,12,4.55,1028.67,Good,No,2
3,5,15,8.89,1028.85,Good,No,2
3,5,19,8.89,1028.85,Good,No,2
3,5,15,8.89,1028.85,Good,No,2
3,5,15,8.89,1028.85,Good,No,2
2,11,9,2.630000000000001,1029.0,Good,No,2
2,11,9,9.63,1029.0,Good,No,2
2,11,9,9.63,1029.0,Good,No,2
2,11,5,9.63,1029.0,Good,No,2
7,17,9,10.14,1029.08,Standard,No,0
7,17,9,10.14,1029.08,Standard,No,0
7,17,9,10.14,1029.08,Standard,No,0
7,20,30,16.93,1029.31,Standard,Yes,1
7,20,25,16.93,1029.31,Standard,Yes,1
7,20,30,23.93,1029.31,Standard,Yes,1
7,20,33,16.93,1029.31,Standard,Yes,1
3,9,18,11.28,1029.35,Standard,Yes,1
3,9,19,8.28,1029.35,Standard,Yes,1
3,9,22,11.28,1029.35,Standard,Yes,1
3,9,22,11.28,1029.35,Standard,Yes,1
3,12,4,4.88,1029.35,Good,No,1
3,12,4,4.88,1029.35,Good,No,1
3,12,6,4.88,1029.35,Good,No,2
7,12,5,10.34,1029.41,Standard,Yes,1
7,12,8,10.34,1029.41,Standard,Yes,1
7,12,8,14.34,1029.41,Standard,Yes,1
7,12,7,10.34,1029.41,Standard,Yes,1
6,1,23,2.13,1029.44,Good,No,1
6,1,23,2.13,1029.44,Good,No,1
6,1,23,2.13,1029.44,Good,No,1
6,1,23,2.13,1029.44,Good,No,1
4,1,8,9.52,1029.46,Standard,No,1
4,1,8,9.52,1029.46,Standard,No,1
4,1,8,9.52,1029.46,Standard,No,1
4,1,8,9.52,1029.46,Standard,No,1
5,3,7,8.58,1029.86,Good,No,1
5,3,7,8.58,1029.86,Good,No,1
5,3,4,8.58,1029.86,Good,No,1
5,3,7,8.58,1029.86,Good,No,1
7,7,13,18.59,1029.97,Standard,Yes,1
7,7,17,22.59,1029.97,Standard,Yes,1
7,7,19,18.59,1029.97,Standard,Yes,1
7,7,14,18.59,1029.97,Standard,Yes,1
3,10,16,11.47,103.13,Standard,Yes,2
3,10,16,11.47,103.13,Standard,Yes,2
3,10,21,11.47,103.13,Standard,Yes,1
3,10,16,11.47,103.13,Standard,Yes,2
4,6,3,1.43,103.22,Good,No,1
4,6,3,1.43,103.22,Good,No,1
4,6,7,1.43,103.22,Good,No,1
4,6,3,1.43,103.22,Good,No,1
1,1,-1,11.41,103.28,Good,No,1
1,1,0,11.41,103.28,Good,No,1
1,1,0,11.41,103.28,Good,No,1
1,1,0,11.41,103.28,Good,No,1
6,1,4,4.48,103.82,Good,No,1
6,1,4,4.48,103.82,Good,No,1
6,1,4,0.4800000000000004,103.82,Good,No,1
6,1,4,11.48,103.82,Good,No,1
6,3,19,9.61,103.86,Standard,No,1
6,3,19,9.61,103.86,Standard,No,1
6,3,19,9.61,103.86,Standard,No,1
6,3,21,9.61,103.86,Standard,No,1
6,6,6,3.55,1030.1,Good,No,2
6,6,6,3.55,1030.1,Good,No,2
6,6,6,3.55,1030.1,Good,No,2
5,12,5,0.69,1030.14,Good,No,0
5,12,5,0.69,1030.14,Good,No,0
5,12,5,0.69,1030.14,Good,No,0
5,12,10,0.69,1030.14,Good,No,1
4,1,14,11.34,1030.2,Good,No,0
4,1,9,9.34,1030.2,Good,No,1
4,1,14,6.34,1030.2,Good,No,2
4,1,14,11.34,1030.2,Good,No,0
6,3,11,6.46,1030.5,Good,No,1
6,3,11,6.46,1030.5,Good,No,1
6,13,19,13.76,1030.69,Standard,Yes,1
6,13,19,13.76,1030.69,Standard,Yes,1
6,13,22,13.76,1030.69,Standard,Yes,2
6,16,9,17.77,1031.09,Standard,No,1
6,16,8,10.77,1031.09,Standard,No,1
7,16,12,10.77,1031.09,Standard,No,1
7,16,8,10.77,1031.09,Standard,No,1
6,6,23,11.7,1031.15,Standard,Yes,1
6,6,19,11.7,1031.15,Standard,No,1
6,6,23,11.7,1031.15,Standard,No,1
6,6,23,11.7,1031.15,Standard,Yes,1
4,19,22,11.87,1031.21,Standard,No,1
4,19,19,11.87,1031.21,Standard,No,1
4,19,20,11.87,1031.21,Standard,No,1
4,19,22,11.87,1031.21,Standard,No,1
3,18,26,11.99,1031.51,Standard,Yes,1
3,18,23,7.99,1031.51,Standard,No,1
3,18,27,11.99,1031.51,Standard,Yes,1
7,12,25,5.1,1032.13,Standard,Yes,1
7,12,25,6.1,1032.13,Standard,Yes,1
7,12,25,5.1,1032.13,Standard,Yes,1
7,12,21,5.1,1032.13,Standard,Yes,1
4,6,8,6.039999999999999,1032.63,Standard,Yes,1
4,6,8,12.04,1032.63,Standard,Yes,1
4,6,13,12.04,1032.63,Standard,Yes,1
4,6,8,12.04,1032.63,Standard,Yes,1
4,20,5,17.369999999999994,1032.75,Standard,No,1
4,20,1,14.37,1032.75,Standard,No,1
4,20,5,11.37,1032.75,Standard,No,1
4,20,5,17.369999999999994,1032.75,Standard,No,1
1,8,1,3.06,1032.76,Good,No,2
1,8,1,3.06,1032.76,Good,No,2
1,8,6,3.06,1032.76,Good,No,2
1,8,-3,3.06,1032.76,Good,No,2
3,17,28,14.81,1032.79,Standard,Yes,1
3,17,28,18.81,1032.79,Standard,Yes,1
3,17,25,24.81,1032.79,Standard,Yes,1
6,5,1,5.81,1033.06,Good,No,2
6,5,1,5.81,1033.06,Good,No,2
6,5,1,5.81,1033.06,Good,No,2
6,5,-2,2.81,1033.06,Good,No,1
4,2,0,1.55,1033.32,Good,No,1
4,2,4,1.55,1033.32,Good,No,2
4,2,4,1.55,1033.32,Good,No,2
4,2,4,1.55,1033.32,Good,No,2
5,8,24,5.61,1033.59,Good,No,1
5,8,19,5.61,1033.59,Good,No,0
5,8,24,5.61,1033.59,Good,No,1
5,5,3,5.94,1033.9,Good,No,1
5,5,3,6.94,1033.9,Good,No,1
5,5,3,0.9400000000000004,1033.9,Good,No,1
5,5,3,5.94,1033.9,Good,No,1
6,18,25,8.21,1034.08,Standard,No,1
6,18,20,8.21,1034.08,Standard,No,1
6,18,21,8.21,1034.08,Standard,No,1
6,18,20,8.21,1034.08,Standard,No,1
5,4,5,11.17,1034.51,Good,No,2
5,4,5,11.17,1034.51,Good,No,2
5,4,5,11.17,1034.51,Good,No,2
5,4,5,11.17,1034.51,Good,No,2
7,3,15,1.94,1035.24,Good,No,1
7,3,15,1.94,1035.24,Good,No,1
7,3,15,1.94,1035.24,Good,No,1
1,4,3,0.93,1035.28,Good,No,2
1,4,0,0.93,1035.28,Good,No,2
6,12,20,12.44,1035.7,Standard,Yes,1
6,12,13,12.44,1035.7,Standard,Yes,1
6,12,17,12.44,1035.7,Standard,Yes,1
6,12,15,1.2,1035.77,Good,No,1
6,12,18,1.2,1035.77,Good,No,1
6,12,15,3.2,1035.77,Good,No,1
1,7,10,3.09,1035.87,Good,No,2
1,7,12,3.09,1035.87,Good,No,2
1,7,12,3.09,1035.87,Good,No,2
1,7,12,3.09,1035.87,Good,No,2
5,10,4,2.59,1035.88,Good,No,2
5,10,0,2.59,1035.88,Good,No,1
5,10,-4,2.59,1035.88,Good,No,1
5,10,2,2.59,1035.88,Good,No,1
7,13,21,12.25,1036.03,Standard,Yes,1
7,13,21,12.25,1036.03,Standard,Yes,1
7,13,21,16.25,1036.03,Standard,Yes,1
7,13,18,12.25,1036.03,Standard,Yes,1
6,16,18,14.19,1036.03,Standard,Yes,1
6,16,18,14.19,1036.03,Standard,Yes,1
6,16,18,14.19,1036.03,Standard,Yes,1
6,16,19,14.19,1036.03,Standard,Yes,1
6,18,22,12.67,1036.19,Standard,Yes,1
6,18,21,12.67,1036.19,Standard,No,1
6,18,22,7.67,1036.19,Standard,Yes,1
7,8,13,4.59,1036.21,Good,No,0
7,8,13,11.59,1036.21,Good,No,1
7,8,13,4.59,1036.21,Good,No,0
7,8,11,4.59,1036.21,Good,No,0
5,18,27,11.28,1036.26,Standard,No,1
5,18,27,11.28,1036.26,Standard,No,1
5,18,28,11.28,1036.26,Standard,No,1
4,14,10,13.31,1036.37,Standard,Yes,1
4,14,10,13.31,1036.37,Standard,Yes,1
4,14,10,13.31,1036.37,Standard,Yes,1
4,14,10,13.31,1036.37,Standard,Yes,1
7,12,35,10.16,1036.4,Standard,No,1
7,12,30,10.16,1036.4,Standard,No,1
7,12,30,10.16,1036.4,Standard,Yes,1
7,12,30,12.16,1036.4,Standard,Yes,1
4,10,27,14.52,1036.93,Standard,Yes,1
4,10,27,15.52,1036.93,Standard,Yes,1
4,10,27,15.52,1036.93,Standard,Yes,1
4,10,27,15.52,1036.93,Standard,Yes,1
4,2,7,6.87,1037.05,Good,No,2
4,2,9,6.87,1037.05,Good,No,1
4,2,9,6.87,1037.05,Good,No,1
4,2,9,6.87,1037.05,Good,No,1
3,10,18,1.63,1037.07,Standard,No,1
3,10,18,1.63,1037.07,Standard,No,1
3,10,23,1.63,1037.07,Standard,No,1
3,10,18,1.63,1037.07,Standard,No,1
5,9,9,19.49,1037.16,Standard,Yes,1
5,9,6,19.49,1037.16,Standard,Yes,1
5,9,6,19.49,1037.16,Standard,Yes,1
5,9,6,19.49,1037.16,Standard,Yes,1
7,5,18,14.79,1037.45,Standard,Yes,1
7,5,18,14.79,1037.45,Standard,Yes,1
7,5,18,14.79,1037.45,Standard,Yes,1
7,5,18,16.79,1037.45,Standard,Yes,1
5,10,8,7.88,1037.46,Good,No,2
5,10,12,3.88,1037.46,Good,No,1
5,10,12,11.88,1037.46,Good,No,1
5,10,12,7.88,1037.46,Good,No,1
3,12,2,7.47,1037.47,Good,No,1
3,12,0,7.47,1037.47,Good,No,2
3,12,2,7.47,1037.47,Good,No,1
4,17,18,18.1,1037.68,Standard,Yes,1
4,17,21,20.1,1037.68,Standard,Yes,1
4,17,21,18.1,1037.68,Standard,Yes,1
4,11,4,0.82,1037.85,Good,No,2
4,11,4,0.82,1037.85,Good,No,2
4,11,4,0.82,1037.85,Good,No,2
3,9,30,7.25,1038.25,Good,No,0
3,9,29,7.25,1038.25,Good,No,0
3,9,30,7.25,1038.25,Good,No,0
2,10,4,5.76,1039.13,Good,No,2
2,10,7,5.76,1039.13,Good,No,2
2,10,4,5.76,1039.13,Good,No,2
2,10,4,5.76,1039.13,Good,No,2
4,16,24,18.07,1039.2,Standard,Yes,1
4,16,20,18.07,1039.2,Standard,Yes,1
4,16,24,18.07,1039.2,Standard,Yes,1
4,16,24,18.07,1039.2,Standard,No,1
6,9,23,5.26,1039.53,Standard,No,1
6,9,23,2.26,1039.53,Standard,No,1
6,9,23,2.26,1039.53,Standard,No,1
6,9,23,2.26,1039.53,Standard,No,1
1,8,4,3.59,1039.62,Good,No,2
1,8,4,3.59,1039.62,Good,No,2
1,8,4,4.59,1039.62,Good,No,2
5,7,11,4.78,1039.7,Standard,No,1
5,7,12,4.78,1039.7,Standard,No,1
5,2,5,9.24,1039.71,Good,No,2
5,2,5,9.24,1039.71,Good,No,2
5,2,5,9.24,1039.71,Good,No,2
1,7,12,13.51,1039.74,Good,No,2
1,7,12,2.51,1039.74,Good,No,2
1,7,12,7.51,1039.74,Good,No,1
1,7,12,7.51,1039.74,Good,No,1
3,9,8,2.45,1039.82,Good,No,2
3,9,3,1.4500000000000002,1039.82,Good,No,2
3,9,2,2.45,1039.82,Good,No,2
3,9,3,6.45,1039.82,Good,No,1
4,5,13,5.95,104.07,Good,No,1
4,5,10,5.95,104.07,Good,No,1
4,5,13,5.95,104.07,Good,No,1
4,5,9,5.95,104.07,Good,No,1
5,4,13,4.27,104.09,Good,No,2
5,4,13,8.27,104.09,Good,No,2
5,4,13,8.27,104.09,Good,No,2
5,4,13,10.27,104.09,Good,No,2
5,16,13,10.14,104.41,Standard,No,1
5,16,12,10.14,104.41,Standard,No,1
5,16,12,10.14,104.41,Standard,No,1
5,16,15,10.14,104.41,Standard,No,1
7,1,1,1.14,104.45,Good,No,1
7,1,-2,1.14,104.45,Good,No,1
7,1,0,1.14,104.45,Good,No,1
7,1,0,4.14,104.45,Good,No,1
3,9,9,7.45,104.85,Good,No,1
3,9,9,3.45,104.85,Good,No,2
3,9,9,9.45,104.85,Good,No,1
3,9,9,8.45,104.85,Good,No,1
2,5,6,2.81,104.98,Good,No,2
2,5,6,2.81,104.98,Good,No,2
2,5,6,2.81,104.98,Good,No,2
2,5,1,2.81,104.98,Good,No,2
6,5,9,13.91,1040.09,Standard,Yes,1
6,5,9,20.91,1040.09,Standard,Yes,1
6,5,9,11.91,1040.09,Standard,No,1
6,5,9,15.91,1040.09,Standard,Yes,1
7,7,20,12.78,1040.14,Standard,Yes,1
7,7,20,12.78,1040.14,Standard,Yes,1
7,7,20,12.78,1040.14,Standard,Yes,1
5,13,17,15.24,1040.21,Standard,No,1
5,13,17,11.24,1040.21,Standard,No,1
5,13,17,11.24,1040.21,Standard,No,1
6,16,22,9.3,1040.47,Standard,No,1
6,16,19,9.3,1040.47,Standard,No,1
6,16,19,9.3,1040.47,Standard,Yes,1
6,16,19,9.3,1040.47,Standard,Yes,1
5,17,29,18.08,1040.93,Standard,Yes,1
5,17,29,18.08,1040.93,Standard,Yes,1
5,17,29,18.08,1040.93,Standard,Yes,1
5,17,30,12.079999999999998,1040.93,Standard,Yes,1
7,9,8,2.67,1041.07,Standard,Yes,1
7,9,9,2.67,1041.07,Standard,Yes,1
7,9,8,7.67,1041.07,Standard,Yes,1
7,9,8,2.67,1041.07,Standard,Yes,1
3,10,14,9.54,1041.11,Good,No,2
3,10,14,9.54,1041.11,Good,No,2
3,10,14,9.54,1041.11,Good,No,2
3,10,14,9.54,1041.11,Good,No,2
3,9,22,1.16,1041.4,Good,No,0
3,9,26,1.16,1041.4,Good,No,0
4,6,29,5.21,1041.42,Standard,No,1
4,6,29,4.21,1041.42,Standard,No,1
5,17,13,1.46,1041.79,Standard,No,1
5,17,18,1.46,1041.79,Standard,No,1
5,17,18,1.46,1041.79,Standard,No,1
1,7,4,1.99,1041.91,Good,No,2
1,7,4,1.99,1041.91,Good,No,2
1,7,7,1.99,1041.91,Good,No,2
1,7,4,1.99,1041.91,Good,No,2
3,6,29,1.08,1042.2,Good,No,0
3,6,33,1.08,1042.2,Good,No,0
3,6,29,1.08,1042.2,Good,No,0
3,6,31,1.08,1042.2,Good,No,0
5,7,1,1.78,1042.25,Good,No,2
5,7,5,1.78,1042.25,Good,No,2
5,7,5,1.78,1042.25,Good,No,2
5,7,5,1.78,1042.25,Good,No,2
4,11,27,17.74,1042.61,Standard,Yes,1
4,11,27,17.74,1042.61,Standard,Yes,1
4,11,27,17.74,1042.61,Standard,Yes,1
4,11,26,17.74,1042.61,Standard,Yes,1
3,7,9,3.16,1042.68,Good,No,2
3,7,11,3.16,1042.68,Good,No,1
3,7,13,3.16,1042.68,Good,No,1
6,14,16,6.1400000000000015,1042.78,Standard,Yes,1
6,14,20,9.14,1042.78,Standard,Yes,1
6,14,16,9.14,1042.78,Standard,Yes,1
5,10,7,0.63,1042.82,Good,No,2
5,10,7,0.63,1042.82,Good,No,2
5,10,7,0.63,1042.82,Good,No,2
5,18,28,7.98,1042.93,Standard,Yes,1
5,18,28,2.9800000000000004,1042.93,Standard,Yes,1
6,9,26,11.41,1042.95,Standard,Yes,1
6,9,26,11.41,1042.95,Standard,Yes,1
6,9,29,11.41,1042.95,Standard,Yes,1
6,9,26,12.41,1042.95,Standard,Yes,1
6,18,8,13.37,1043.09,Standard,Yes,1
6,18,8,16.369999999999994,1043.09,Standard,Yes,1
6,18,8,13.37,1043.09,Standard,Yes,1
6,18,6,13.37,1043.09,Standard,Yes,1
5,16,5,7.15,1043.22,Standard,No,1
5,16,5,11.15,1043.22,Standard,No,1
5,16,5,6.15,1043.22,Standard,No,1
5,16,2,7.15,1043.22,Standard,No,1
3,13,5,8.86,1043.81,Standard,Yes,1
3,13,5,4.859999999999999,1043.81,Standard,Yes,1
3,13,5,8.86,1043.81,Standard,Yes,1
3,13,5,8.86,1043.81,Standard,Yes,1
3,2,12,10.73,1044.27,Good,No,2
3,2,12,10.73,1044.27,Good,No,2
3,2,16,10.73,1044.27,Good,No,2
3,2,12,10.73,1044.27,Good,No,2
4,8,3,12.48,1044.35,Good,No,2
4,8,3,8.48,1044.35,Good,No,2
4,8,3,8.48,1044.35,Good,No,2
4,8,3,8.48,1044.35,Good,No,2
7,2,5,10.54,1044.63,Good,No,2
7,2,9,13.54,1044.63,Good,No,2
7,2,5,10.54,1044.63,Good,No,2
7,2,5,11.54,1044.63,Good,No,1
4,9,14,4.38,1044.75,Good,No,2
4,9,10,4.38,1044.75,Good,No,1
4,9,11,4.38,1044.75,Good,No,2
3,17,12,8.07,1044.78,Standard,Yes,1
3,17,13,8.07,1044.78,Standard,Yes,1
3,17,12,8.07,1044.78,Standard,Yes,1
3,17,14,8.07,1044.78,Standard,Yes,1
7,8,21,17.84,1044.88,Standard,Yes,1
7,8,21,17.84,1044.88,Standard,Yes,1
7,8,21,14.84,1044.88,Standard,Yes,1
3,10,1,3.21,1044.92,Standard,No,1
3,10,10,3.21,1044.92,Standard,No,1
3,10,1,3.21,1044.92,Standard,No,1
3,10,6,3.21,1044.92,Standard,No,1
7,5,7,9.76,1045.06,Good,No,2
7,5,3,9.76,1045.06,Good,No,2
7,5,7,9.76,1045.06,Good,No,2
7,5,7,10.76,1045.06,Good,No,2
4,7,14,9.5,1045.08,Standard,Yes,1
4,7,14,9.5,1045.08,Standard,Yes,1
4,7,14,9.5,1045.08,Standard,Yes,1
4,7,14,9.5,1045.08,Standard,Yes,1
3,7,15,6.08,1045.11,Good,No,1
3,7,15,6.08,1045.11,Good,No,1
3,7,15,6.08,1045.11,Good,No,1
3,7,12,6.08,1045.11,Good,No,2
2,10,5,10.78,1045.3,Good,No,2
2,10,5,10.78,1045.3,Good,No,2
2,10,0,10.78,1045.3,Good,No,2
2,10,5,9.78,1045.3,Good,No,2
6,16,19,2.29,1045.39,Standard,No,1
6,16,15,2.29,1045.39,Standard,No,1
6,16,19,2.29,1045.39,Standard,No,1
6,6,7,10.97,1045.77,Standard,Yes,1
6,6,7,10.97,1045.77,Standard,Yes,1
6,6,7,10.97,1045.77,Standard,Yes,1
6,6,7,10.97,1045.77,Standard,No,1
7,5,20,1.8200000000000005,1045.89,Standard,Yes,1
7,5,20,8.82,1045.89,Standard,Yes,1
7,5,15,8.82,1045.89,Standard,Yes,1
7,5,20,8.82,1045.89,Standard,Yes,1
3,8,12,7.23,1046.3,Good,No,1
3,8,15,1.2300000000000004,1046.3,Good,No,2
3,8,20,7.23,1046.3,Good,No,1
3,8,15,7.23,1046.3,Good,No,1
5,15,2,19.61,1046.68,Standard,Yes,1
5,15,7,19.61,1046.68,Standard,Yes,2
5,15,9,19.61,1046.68,Standard,Yes,1
5,15,7,19.61,1046.68,Standard,Yes,2
4,8,12,11.52,1047.3,Good,No,1
4,8,8,4.52,1047.3,Good,No,1
4,8,8,10.52,1047.3,Good,No,2
4,8,12,11.52,1047.3,Good,No,1
5,10,20,19.41,1047.98,Standard,No,1
5,10,19,19.41,1047.98,Standard,No,1
5,10,15,19.41,1047.98,Standard,Yes,1
6,17,13,8.84,1048.02,Standard,Yes,1
6,17,13,8.84,1048.02,Standard,No,1
6,17,13,8.84,1048.02,Standard,Yes,1
5,17,26,18.72,1048.25,Standard,Yes,1
5,17,30,18.72,1048.25,Standard,Yes,1
5,17,24,18.72,1048.25,Standard,Yes,1
5,17,25,18.72,1048.25,Standard,Yes,1
7,8,10,0.96,1048.26,Good,No,2
7,8,6,5.96,1048.26,Good,No,2
7,8,9,5.96,1048.26,Good,No,2
4,4,3,2.09,1048.29,Good,No,2
4,4,3,2.09,1048.29,Good,No,2
4,4,0,2.09,1048.29,Good,No,1
5,12,4,2.93,1048.32,Good,No,2
5,12,6,2.93,1048.32,Good,No,2
5,12,4,2.93,1048.32,Good,No,2
5,12,4,2.93,1048.32,Good,No,2
5,2,12,6.17,1048.34,Good,No,2
5,2,12,6.17,1048.34,Good,No,2
5,2,12,6.17,1048.34,Good,No,2
5,2,13,8.17,1048.34,Good,No,2
7,10,0,10.01,1048.53,Good,No,1
7,10,3,3.01,1048.53,Good,No,1
7,10,3,10.01,1048.53,Good,No,0
5,6,9,7.74,1048.56,Good,No,1
5,6,14,7.74,1048.56,Good,No,1
5,6,15,7.74,1048.56,Good,No,1
5,6,14,1.7400000000000002,1048.56,Good,No,1
7,2,6,11.11,1048.69,Good,No,2
8,2,4,11.11,1048.69,Good,No,1
8,2,8,11.11,1048.69,Good,No,2
8,2,8,11.11,1048.69,Good,No,2
7,15,26,7.98,1048.87,Standard,No,1
7,15,25,7.98,1048.87,Standard,No,1
7,15,29,7.98,1048.87,Standard,No,1
6,16,11,4.9,1048.97,Standard,No,1
6,16,11,4.9,1048.97,Standard,No,1
6,16,11,4.9,1048.97,Standard,No,1
2,10,9,5.75,1049.14,Good,No,2
2,10,9,5.75,1049.14,Good,No,2
2,10,9,0.75,1049.14,Good,No,2
2,10,9,5.75,1049.14,Good,No,2
3,19,20,10.33,1049.2,Standard,Yes,2
3,19,20,10.33,1049.2,Standard,Yes,2
3,19,19,10.33,1049.2,Standard,Yes,1
3,19,23,5.33,1049.2,Standard,Yes,1
7,5,24,5.49,1049.33,Standard,Yes,1
7,5,29,5.49,1049.33,Standard,Yes,1
3,4,28,9.2,1049.75,Standard,No,1
3,4,24,9.2,1049.75,Standard,No,1
3,4,24,2.2,1049.75,Standard,No,1
3,4,24,9.2,1049.75,Standard,No,1
4,18,16,10.17,105.11,Standard,Yes,1
4,18,21,10.17,105.11,Standard,Yes,1
4,18,26,5.17,105.11,Standard,No,1
4,18,21,13.17,105.11,Standard,No,1
6,2,8,10.87,105.26,Good,No,1
6,2,7,10.87,105.26,Good,No,1
6,2,12,10.87,105.26,Good,No,2
6,2,12,10.87,105.26,Good,No,2
7,10,9,2.47,105.34,Standard,No,1
7,10,9,2.47,105.34,Standard,No,1
7,10,9,2.47,105.34,Standard,No,1
7,10,9,2.47,105.34,Standard,No,1
7,5,12,12.52,105.41,Standard,No,1
7,5,17,12.52,105.41,Standard,Yes,1
7,5,12,12.52,105.41,Standard,Yes,1
7,5,7,12.52,105.41,Standard,Yes,1
7,14,5,5.29,105.66,Standard,Yes,1
7,14,10,5.29,105.66,Standard,Yes,1
7,14,10,5.29,105.66,Standard,Yes,1
7,14,10,5.29,105.66,Standard,Yes,1
5,3,11,9.75,105.89,Good,No,0
5,3,11,9.75,105.89,Good,No,0
5,3,15,9.75,105.89,Good,No,2
5,3,11,12.75,105.89,Good,No,1
1,2,5,4.02,1050.09,Good,No,2
1,2,7,5.02,1050.09,Good,No,2
1,2,7,4.02,1050.09,Good,No,2
1,2,11,4.02,1050.09,Good,No,2
3,20,14,10.76,1050.18,Standard,Yes,1
3,20,14,10.76,1050.18,Standard,Yes,1
3,20,14,10.76,1050.18,Standard,Yes,1
3,20,14,10.76,1050.18,Standard,Yes,1
4,8,21,9.51,1050.26,Standard,No,1
4,8,21,11.51,1050.26,Standard,Yes,1
4,8,21,11.51,1050.26,Standard,Yes,1
3,20,12,12.38,1050.39,Standard,No,1
3,20,12,12.38,1050.39,Standard,Yes,1
3,20,11,12.38,1050.39,Standard,Yes,1
3,20,12,7.380000000000001,1050.39,Standard,Yes,1
5,13,8,18.45,1050.52,Standard,Yes,1
5,13,8,18.45,1050.52,Standard,Yes,1
5,13,3,18.45,1050.52,Standard,Yes,1
7,6,18,1.59,1050.75,Good,No,1
7,6,19,1.59,1050.75,Good,No,0
7,6,16,1.59,1050.75,Good,No,1
7,6,16,1.59,1050.75,Good,No,1
6,19,29,20.52,1050.84,Standard,Yes,1
6,19,28,17.52,1050.84,Standard,Yes,1
6,19,28,17.52,1050.84,Standard,No,1
4,15,16,18.56,1050.97,Standard,No,1
4,15,20,18.56,1050.97,Standard,Yes,1
4,15,13,18.56,1050.97,Standard,Yes,1
4,15,16,18.56,1050.97,Standard,Yes,1
7,3,6,4.55,1051.13,Good,No,2
7,3,6,4.55,1051.13,Good,No,2
7,3,10,4.55,1051.13,Good,No,2
7,8,29,11.38,1051.3,Standard,Yes,1
7,8,26,11.38,1051.3,Standard,Yes,1
7,8,26,11.38,1051.3,Standard,Yes,1
3,7,11,13.76,1051.33,Standard,No,1
3,7,11,13.76,1051.33,Standard,Yes,1
3,7,11,13.76,1051.33,Standard,Yes,1
3,7,11,15.76,1051.33,Standard,Yes,1
4,15,16,13.43,1051.35,Standard,Yes,1
4,15,16,13.43,1051.35,Standard,Yes,1
4,15,16,13.43,1051.35,Standard,No,2
4,15,16,13.43,1051.35,Standard,Yes,1
4,8,13,10.92,1051.42,Standard,No,1
4,8,13,10.92,1051.42,Standard,No,1
4,8,13,10.92,1051.42,Standard,No,1
4,8,9,10.92,1051.42,Standard,No,1
2,12,8,0.6,1051.51,Good,No,2
2,12,8,0.6,1051.51,Good,No,2
5,12,15,4.58,1051.86,Good,No,1
5,12,15,4.58,1051.86,Good,No,1
5,12,10,4.58,1051.86,Good,No,1
7,3,13,3.52,1052.0,Good,No,1
7,3,13,3.52,1052.0,Good,No,1
7,3,13,3.52,1052.0,Good,No,1
7,3,13,3.52,1052.0,Good,No,1
4,7,31,9.11,1052.1,Standard,No,1
4,7,25,9.11,1052.1,Standard,No,1
6,16,10,11.68,1052.21,Standard,No,1
6,16,10,11.68,1052.21,Standard,No,1
6,16,10,11.68,1052.21,Standard,No,1
6,16,10,11.68,1052.21,Standard,No,1
3,18,7,5.72,1052.29,Standard,No,1
3,18,11,5.72,1052.29,Standard,No,1
3,18,6,5.72,1052.29,Standard,No,1
3,18,6,5.72,1052.29,Standard,No,1
5,6,19,15.01,1052.65,Standard,Yes,1
5,6,19,15.01,1052.65,Standard,Yes,1
5,6,14,15.01,1052.65,Standard,Yes,1
5,6,19,21.01,1052.65,Standard,Yes,1
6,9,-4,3.34,1052.71,Good,No,1
6,9,1,3.34,1052.71,Good,No,1
6,9,1,3.34,1052.71,Good,No,1
6,9,1,10.34,1052.71,Good,No,1
7,16,13,1.79,1052.74,Standard,Yes,1
7,16,13,3.79,1052.74,Standard,Yes,1
7,16,13,1.79,1052.74,Standard,Yes,1
7,16,13,1.79,1052.74,Standard,No,1
4,12,13,11.49,1052.87,Good,No,1
4,12,13,4.49,1052.87,Good,No,2
4,12,13,18.49,1052.87,Good,No,1
4,12,13,11.49,1052.87,Good,No,1
6,6,15,19.38,1052.88,Standard,Yes,1
6,6,11,19.38,1052.88,Standard,Yes,1
6,6,15,23.38,1052.88,Standard,Yes,2
6,6,10,19.38,1052.88,Standard,Yes,1
3,7,15,10.34,1053.3,Standard,No,1
3,7,15,7.34,1053.3,Standard,No,1
3,7,15,9.34,1053.3,Standard,No,1
4,10,18,1.0,1053.65,Standard,No,1
4,10,16,1.0,1053.65,Standard,No,1
4,10,18,1.0,1053.65,Standard,No,1
4,10,17,1.0,1053.65,Standard,No,1
3,6,33,11.81,1053.72,Standard,Yes,1
3,6,29,11.81,1053.72,Standard,Yes,1
3,6,29,6.8100000000000005,1053.72,Standard,Yes,1
3,6,29,11.81,1053.72,Standard,Yes,1
3,6,27,0.97,1053.75,Standard,No,1
3,6,27,0.97,1053.75,Standard,No,1
3,6,27,0.97,1053.75,Standard,No,1
3,6,27,0.97,1053.75,Standard,No,1
7,2,17,2.53,1054.24,Good,No,1
7,2,17,2.53,1054.24,Good,No,1
7,2,17,2.53,1054.24,Good,No,1
7,2,17,2.53,1054.24,Good,No,1
3,4,5,4.63,1054.58,Good,No,2
